Date,Open,High,Low,Close,Volume
2012-05-18 00:00:00-04:00,41.92377076,44.86491601,37.88592908,38.11523819,573576400
2012-05-21 00:00:00-04:00,36.42034032,36.54995114,32.90093815,33.927845,168192700
2012-05-22 00:00:00-04:00,32.51210998,33.4891677,30.84712301,30.90694237,101786600
2012-05-23 00:00:00-04:00,31.27583408,32.4024412,31.26586387,31.90394211,73600000
2012-05-24 00:00:00-04:00,32.8510931,33.11031097,31.67463486,32.93085098,50237200
2012-05-25 00:00:00-04:00,32.80124074,32.85108988,31.01661313,31.81421089,37149800
2012-05-29 00:00:00-04:00,31.38550208,31.59487268,28.56399732,28.75342751,78063400
2012-05-30 00:00:00-04:00,28.6138484,29.46129533,27.77636978,28.1053791,57267900
2012-05-31 00:00:00-04:00,28.46429731,29.58093611,26.74946113,29.51114655,111639200
2012-06-01 00:00:00-04:00,28.8032753,29.06249504,27.30777811,27.63678741,41855500
2012-06-04 00:00:00-04:00,27.1183507,27.56699873,26.36063187,26.81925011,35230300
2012-06-05 00:00:00-04:00,26.61985153,27.67666905,25.67270252,25.79234314,42473400
2012-06-06 00:00:00-04:00,25.99174237,27.08844075,25.44339413,26.7295208,61489200
2012-06-07 00:00:00-04:00,26.91894921,27.26789893,26.07150043,26.23101997,26159500
2012-06-08 00:00:00-04:00,26.47029994,27.67666868,26.36063143,27.01865005,38034000
2012-06-11 00:00:00-04:00,27.09841051,27.98573827,26.75943098,26.92892075,28219600
2012-06-12 00:00:00-04:00,27.3975088,27.68663918,26.8790693,27.31774902,15816800
2012-06-13 00:00:00-04:00,27.57696762,28.01564732,27.01864921,27.18813896,17102800
2012-06-14 00:00:00-04:00,27.56699989,28.23498876,27.29780992,28.20508003,16855000
2012-06-15 00:00:00-04:00,28.42441704,30.00964423,28.26489749,29.91991425,43563800
2012-06-18 00:00:00-04:00,29.87006389,31.98370272,29.32171566,31.31571198,42978900
2012-06-19 00:00:00-04:00,31.44532264,32.08340085,30.60784404,31.81421089,30849000
2012-06-20 00:00:00-04:00,31.82417939,31.8341496,31.0564904,31.5051403,15553600
2012-06-21 00:00:00-04:00,31.57493314,32.40244157,31.41541358,31.74442291,21875300
2012-06-22 00:00:00-04:00,32.31271215,33.34959121,31.9637643,32.95079041,74834000
2012-06-25 00:00:00-04:00,32.76135809,32.92087764,31.45528922,31.96376038,24352900
2012-06-26 00:00:00-04:00,32.59186797,33.33961658,32.40243969,33.00063705,24858700
2012-06-27 00:00:00-04:00,32.36256032,32.80124195,31.80424186,32.13325119,28568000
2012-06-28 00:00:00-04:00,31.8640608,32.09336993,30.80724327,31.26586342,17713300
2012-06-29 00:00:00-04:00,31.82418149,31.89397105,30.66766377,31.0066433,19526900
2012-07-02 00:00:00-04:00,31.15619194,31.63475059,30.45829248,30.67763329,14122000
2012-07-03 00:00:00-04:00,30.81721384,31.34562356,30.70754343,31.10634422,8763600
2012-07-05 00:00:00-04:00,31.2259828,31.53505171,30.92688411,31.37553215,10032100
2012-07-06 00:00:00-04:00,31.3456219,31.80424013,31.16616193,31.63475037,10945600
2012-07-09 00:00:00-04:00,32.00363954,32.78130069,31.89397104,32.07342911,17785200
2012-07-10 00:00:00-04:00,32.3326514,32.38250054,31.06646325,31.37553215,14269500
2012-07-11 00:00:00-04:00,31.3855006,31.46526037,30.45829204,30.87703133,13030300
2012-07-12 00:00:00-04:00,30.60784363,31.30574118,30.50814343,30.71751213,11300700
2012-07-13 00:00:00-04:00,30.94682383,30.97673256,30.46826327,30.62778282,8108300
2012-07-16 00:00:00-04:00,30.40844524,30.40844524,28.12531844,28.16519928,24672100
2012-07-17 00:00:00-04:00,28.39450878,28.50417919,27.06850123,28.00568008,30438600
2012-07-18 00:00:00-04:00,28.22501766,29.20207731,28.06549811,29.02261734,16841800
2012-07-19 00:00:00-04:00,29.3217158,29.41144578,28.54405654,28.9129467,13685100
2012-07-20 00:00:00-04:00,28.91294532,29.38153375,28.63378516,28.673666,11869100
2012-07-23 00:00:00-04:00,28.0355883,28.91294582,27.9259179,28.66369629,12390700
2012-07-24 00:00:00-04:00,28.73348749,29.36159742,28.01564948,28.36459923,11539800
2012-07-25 00:00:00-04:00,28.30477556,29.40147385,27.99570668,29.25192451,17230200
2012-07-26 00:00:00-04:00,27.66669953,28.1452582,26.64976093,26.76940155,64597400
2012-07-27 00:00:00-04:00,23.12038875,24.4663367,22.21312054,23.63882637,123102300
2012-07-30 00:00:00-04:00,23.9279561,23.96783694,22.96086856,23.08050728,29285900
2012-07-31 00:00:00-04:00,23.29984747,23.29984747,21.5451305,21.6448288,56179400
2012-08-01 00:00:00-04:00,21.43545954,21.51521931,20.77744093,20.81731987,44604400
2012-08-02 00:00:00-04:00,20.70765328,20.77744285,19.76050422,19.97984505,56374500
2012-08-03 00:00:00-04:00,20.29888323,22.09347917,19.84026309,21.02669144,80647000
2012-08-06 00:00:00-04:00,21.32578878,22.08350756,21.2360588,21.85419846,27778900
2012-08-07 00:00:00-04:00,22.13335936,22.38260889,20.43846177,20.65780067,36782900
2012-08-08 00:00:00-04:00,20.64783046,21.08651018,20.15930161,20.65780067,29537400
2012-08-09 00:00:00-04:00,20.68771209,21.10645139,20.54813295,20.94693184,15610700
2012-08-10 00:00:00-04:00,21.34572896,21.75449803,21.06656881,21.74452782,25794700
2012-08-13 00:00:00-04:00,22.08350828,22.38260886,21.33575968,21.53516006,24973100
2012-08-14 00:00:00-04:00,21.34572971,21.53515988,20.18921203,20.31882095,39308800
2012-08-15 00:00:00-04:00,20.57803987,21.34572885,20.33876056,21.13636017,47861100
2012-08-16 00:00:00-04:00,20.37864288,20.41852182,19.63089426,19.81035423,157565300
2012-08-17 00:00:00-04:00,19.94993228,20.01972184,18.94296397,18.99281311,129293400
2012-08-20 00:00:00-04:00,18.99281475,20.06957272,18.69371606,19.94993401,101186600
2012-08-21 00:00:00-04:00,19.52122498,19.92002389,19.03269609,19.10248566,70640600
2012-08-22 00:00:00-04:00,19.30188352,19.47137328,18.90308277,19.3816433,49892200
2012-08-23 00:00:00-04:00,19.44146265,19.67077175,19.30188352,19.3816433,32813700
2012-08-24 00:00:00-04:00,19.46140457,19.62092412,19.19221461,19.35173416,29622200
2012-08-27 00:00:00-04:00,19.4314955,19.47137634,19.04266679,19.09251595,20704000
2012-08-28 00:00:00-04:00,19.04266495,19.32182321,18.89311561,19.28194427,25417000
2012-08-29 00:00:00-04:00,19.2620044,19.32182375,19.01275485,19.04266548,16124700
2012-08-30 00:00:00-04:00,19.21215575,19.39161573,19.00278514,19.03269577,30647500
2012-08-31 00:00:00-04:00,18.62392464,18.64386506,17.97587626,18.00578499,58764200
2012-09-04 00:00:00-04:00,18.02572857,18.21515877,17.4973188,17.67677879,46622400
2012-09-05 00:00:00-04:00,18.21515635,18.69371499,18.12542636,18.52422523,60781800
2012-09-06 00:00:00-04:00,18.6837449,19.20218438,18.66380448,18.9030838,46066500
2012-09-07 00:00:00-04:00,19.04266383,19.36170291,18.72362475,18.92302322,36371700
2012-09-10 00:00:00-04:00,19.00278578,19.14236683,18.49431646,18.75353622,24797800
2012-09-11 00:00:00-04:00,18.86320618,19.52122484,18.79341661,19.37167549,50508200
2012-09-12 00:00:00-04:00,20.69768058,21.09647944,20.21912196,20.86717033,121584000
2012-09-13 00:00:00-04:00,20.89708243,21.41552198,20.54813457,20.64783287,65041600
2012-09-14 00:00:00-04:00,21.06656888,22.01371782,20.83725977,21.93395805,72819800
2012-09-17 00:00:00-04:00,22.60194996,22.68170974,21.43546195,21.45540237,50667600
2012-09-18 00:00:00-04:00,21.53515995,21.9140184,21.30585084,21.8043499,36760500
2012-09-19 00:00:00-04:00,21.92398836,23.29984682,21.70464946,23.22008705,78782800
2012-09-20 00:00:00-04:00,22.95089769,23.1702366,22.47233904,22.52218819,57248900
2012-09-21 00:00:00-04:00,22.90104844,23.17023842,22.53216016,22.79137993,51218100
2012-09-24 00:00:00-04:00,21.71462041,21.9140189,20.29888296,20.72759247,79106500
2012-09-25 00:00:00-04:00,21.13636224,21.14633055,20.15930258,20.21912384,46291700
2012-09-26 00:00:00-04:00,20.08951319,20.71762312,19.74056345,20.55810356,38271900
2012-09-27 00:00:00-04:00,20.92698957,20.93695978,20.09948124,20.25900078,30215900
2012-09-28 00:00:00-04:00,20.50825208,21.88411062,20.43846251,21.59498024,65486000
2012-10-01 00:00:00-04:00,22.01371832,22.52218759,21.6647686,21.92398834,51262700
2012-10-02 00:00:00-04:00,22.01371961,22.42248871,21.75449986,22.2031498,29341400
2012-10-03 00:00:00-04:00,22.23305758,22.42248776,21.73455852,21.76446915,32000100
2012-10-04 00:00:00-04:00,22.25299774,22.33275751,21.3457296,21.8841095,46892100
2012-10-05 00:00:00-04:00,21.42549172,21.56507086,20.81732219,20.84723282,40529300
2012-10-08 00:00:00-04:00,20.33876228,20.68771202,20.09948295,20.33876228,32236700
2012-10-09 00:00:00-04:00,20.32879102,20.48831056,19.91005173,20.16927147,27161800
2012-10-10 00:00:00-04:00,19.87017169,19.8801419,19.39161307,19.58104134,39321800
2012-10-11 00:00:00-04:00,19.82032089,19.90008066,19.55113285,19.69071198,21817300
