Date,Close,High,Low,Open,Volume
02-01-2015,24.28858185,24.75733628,23.84870741,24.74622768,212818400
05-01-2015,23.60433769,24.13751837,23.41772539,24.05754118,257142000
06-01-2015,23.60655594,23.8664809,23.2444366,23.66876003,263188400
07-01-2015,23.93756866,24.03753927,23.70430166,23.81538086,160423600
08-01-2015,24.85730743,24.9150691,24.14862148,24.26636687,237458000
09-01-2015,24.88397026,25.15944628,24.48408434,25.03059397,214798000
12-01-2015,24.27080917,25.02170408,24.17083856,25.0150396,198603200
13-01-2015,24.48630333,25.05947251,24.19527632,24.75511484,268367600
14-01-2015,24.39299774,24.54628591,24.10419109,24.22415685,195826400
15-01-2015,23.73096848,24.45076147,23.695424,24.4374325,240056000
16-01-2015,23.54657173,23.89980452,23.37106637,23.7776167,314053200
20-01-2015,24.15307045,24.20861007,23.65987835,23.9575699,199599600
21-01-2015,24.33745575,24.67291375,24.05309155,24.20415934,194303600
22-01-2015,24.97060966,24.98616069,24.37522496,24.49519073,215185600
23-01-2015,25.09946251,25.27052377,24.77733174,24.94839469,185859200
26-01-2015,25.1261158,25.40603587,25.05946929,25.26829705,222460000
